id,sub_category,code,description,is_active,local_code
11263,DENTAL,41512,Tongue Stitching,TRUE,
11264,DENTAL,21030,Total Maxillectomy,TRUE,
11265,DENTAL,21038,Partial Maxillectomy,TRUE,
11266,DENTAL,D7740,Intermaxillary Fixation,TRUE,
11267,DENTAL,41825,Apicectomy,TRUE,
11268,DENTAL,21480,TMJ Reduction,TRUE,
11269,DENTAL,41251,Tongue and Stitch/Repair,TRUE,
11270,DENTAL,90951,Acute Peritoneal Dialysis,TRUE,
11271,DENTAL,38220,Bone Marrow Aspiration Biopsy (Procedure),TRUE,
11272,DENTAL,36823,Chemotherapy Delivery (Periphery Line),TRUE,
11273,DENTAL,36455,Exchange Blood Transfusion,TRUE,
11274,DENTAL,36680,Intraossius Puncture,TRUE,
11275,DENTAL,62270,Diagnostic Lumbar Puncture,TRUE,
11276,DENTAL,92002,Medical Examination for Students Enrolling In Coll,TRUE,
11277,DENTAL,96900,Phototherapy,TRUE,
11278,DENTAL,90947,Renal Dialysis Per Session,TRUE,
11279,DENTAL,90945,Renal-Haemodialysis Catheterization,TRUE,
11280,DENTAL,99199,Renal-Medical Report,TRUE,
11281,DENTAL,36576,Resuturing of Temporary Catheter,TRUE,
11282,DENTAL,36416,Venous Puncture,TRUE,
11283,ADULT CARDIAC SURGERY,33010,Open Pericardiocentesis,TRUE,
11284,ADULT CARDIAC SURGERY,33015,Closed Pericardiocentesis,TRUE,
11285,ADULT CARDIAC SURGERY,33025,Pericardiectomy,TRUE,
11286,ADULT CARDIAC SURGERY,33031,Pericardiectomy with CPB,TRUE,
11287,ADULT CARDIAC SURGERY,33050,Pericardium Tumor Excision,TRUE,
11288,ADULT CARDIAC SURGERY,33120,Pericardium Tumor Excision on CPB,TRUE,
11289,ADULT CARDIAC SURGERY,33141,Laser Cardiac Therapy,TRUE,
11290,ADULT CARDIAC SURGERY,33202,Open Biventricular Pacing,TRUE,
11291,ADULT CARDIAC SURGERY,33203,Biventricular Pacing Insertion,TRUE,
11292,ADULT CARDIAC SURGERY,33204,Biventricular Device,TRUE,
11293,ADULT CARDIAC SURGERY,33210,Temporary Pacermaker Insertion,TRUE,
11294,ADULT CARDIAC SURGERY,33212,Insertion of High Power Device,TRUE,
11295,ADULT CARDIAC SURGERY,33215,Reposition of Pacemaker,TRUE,
11296,ADULT CARDIAC SURGERY,33216,Permanent Pacemaker Insertion,TRUE,
11297,ADULT CARDIAC SURGERY,33218,D/Chamber Pacemaker,TRUE,
11298,ADULT CARDIAC SURGERY,33222,Relocation of Pacemaker Skin Pocket,TRUE,
11299,ADULT CARDIAC SURGERY,33227,Removal and Replacement of Single Lead Pacemaker,TRUE,
11300,ADULT CARDIAC SURGERY,33228,Removal and Replacement of Dual Lead Pacemaker,TRUE,
11301,ADULT CARDIAC SURGERY,33236,Removal of Permanent Pacemaker.,TRUE,
11302,ADULT CARDIAC SURGERY,33243,Removal of Defibrilator Electrode,TRUE,
11303,ADULT CARDIAC SURGERY,33251,Maze Procedure,TRUE,
11304,ADULT CARDIAC SURGERY,33254,Atrial Reduction,TRUE,
11305,ADULT CARDIAC SURGERY,33300,Cardiac Repair,TRUE,
11306,ADULT CARDIAC SURGERY,33305,Cardiac Repair on CPB,TRUE,
11307,ADULT CARDIAC SURGERY,33310,Cardiac Clot Removal,TRUE,
11308,ADULT CARDIAC SURGERY,33320,Main Vascular Repair,TRUE,
11309,ADULT CARDIAC SURGERY,33322,Main Vascular Repair on CPB,TRUE,
11310,ADULT CARDIAC SURGERY,33330,Bental's With Aortic Valve Replacement,TRUE,
11311,ADULT CARDIAC SURGERY,33335,Valve Sparing Bental's,TRUE,
11312,ADULT CARDIAC SURGERY,33361,Transcatheter Aortic Valve Replacement (TAVR),TRUE,
11313,ADULT CARDIAC SURGERY,33420,Transcatheter Mitral Valvuloplast,TRUE,
11314,ADULT CARDIAC SURGERY,33362,Aortic Valve Replacement,TRUE,
11315,ADULT CARDIAC SURGERY,33390,Aortic Valve Repair on CPB,TRUE,
11316,ADULT CARDIAC SURGERY,33391,Avr With Aortic Root Enlargement,TRUE,
11317,ADULT CARDIAC SURGERY,33405,Bio-Synthetic Aortic Valve Replacement on CPB,TRUE,
11318,ADULT CARDIAC SURGERY,33412,Mitral Annuloplasty And Replacement,TRUE,
11319,ADULT CARDIAC SURGERY,33413,Aortic/Pulmonary Outlet Obstruction Release,TRUE,
11320,ADULT CARDIAC SURGERY,33414,Left Ventricular Outlet Tractobstruction Release,TRUE,
11321,ADULT CARDIAC SURGERY,33416,Left Ventriculotomy,TRUE,
11322,ADULT CARDIAC SURGERY,33417,Aortic Valve Repair,TRUE,
11324,ADULT CARDIAC SURGERY,33425,Mitral Valve Repair with CPB,TRUE,
11325,ADULT CARDIAC SURGERY,33426,Bio-Synthetic Mitral Valve Replacement on CPB,TRUE,
11326,ADULT CARDIAC SURGERY,33430,Mitral Valve Replacement,TRUE,
11327,ADULT CARDIAC SURGERY,33460,Tricuspid Valve Annuloplasty on CPB,TRUE,
11328,ADULT CARDIAC SURGERY,33463,Tricuspid Valve Annuloplasty,TRUE,
11329,ADULT CARDIAC SURGERY,33464,Tricuspid Valve Ring Annuloplasty on CPB,TRUE,
11330,ADULT CARDIAC SURGERY,33465,Tricuspid Valve Replacement on CPB,TRUE,
11331,ADULT CARDIAC SURGERY,33468,Tricuspid Valve Repositioning,TRUE,
11332,ADULT CARDIAC SURGERY,33470,Closed Pulmonary Valvotomy,TRUE,
11333,ADULT CARDIAC SURGERY,33474,Open Tricuspid Valvotomy,TRUE,
11334,ADULT CARDIAC SURGERY,33475,Pulmonary Valve Replacement,TRUE,
11335,ADULT CARDIAC SURGERY,33476,Double Valve Replacement,TRUE,
11336,ADULT CARDIAC SURGERY,33477,Pulmonary Valve Replacement,TRUE,
11337,ADULT CARDIAC SURGERY,33478,Right Ventricular Outlet Tract Obstruction Release,TRUE,
11338,ADULT CARDIAC SURGERY,33496,Re- Do Mechanical Valve Replacement,TRUE,
11339,ADULT CARDIAC SURGERY,33500,Coronary Artery Reimplantation on CPB,TRUE,
11340,ADULT CARDIAC SURGERY,33502,Repair of Coronaryartery Anomaly,TRUE,
11341,ADULT CARDIAC SURGERY,33503,Coronary Artery Bypass Graft (Anomaly),TRUE,
11342,ADULT CARDIAC SURGERY,33504,Transection of Pulmonary Artery,TRUE,
11343,ADULT CARDIAC SURGERY,33505,Repair of Sinus of Valsalva Fistula,TRUE,
11344,ADULT CARDIAC SURGERY,33507,Coronary Artery Osteoplasty,TRUE,
11345,ADULT CARDIAC SURGERY,33510,Single Vessel Coronary Artery Bypass Surgery,TRUE,
11346,ADULT CARDIAC SURGERY,33511,Two Vessel Coronary Artery Bypass Surgery,TRUE,
11347,ADULT CARDIAC SURGERY,33512,Tripple Vessel Coronary Artery Bypass Surgery,TRUE,
11348,ADULT CARDIAC SURGERY,33514,Tripple Vessel Coronary Artery Bypass Surgery without CPB,TRUE,
11349,ADULT CARDIAC SURGERY,33530,Reopening Cardiac Surgery- 1month,TRUE,
11350,PAEDIATRIC CARDIAC SURGERY (CONGENITAL),33600,Tricuspid Valve Cleft Repair,TRUE,
11351,PAEDIATRIC CARDIAC SURGERY (CONGENITAL),33602,Valve Leaflets Reconstruction,TRUE,
11352,PAEDIATRIC CARDIAC SURGERY (CONGENITAL),33606,Damas - Kaye Stansel Procedure,TRUE,
11353,PAEDIATRIC CARDIAC SURGERY (CONGENITAL),33620,Rt And Lt Pulmonary Artery Banding,TRUE,
11354,PAEDIATRIC CARDIAC SURGERY (CONGENITAL),33621,Asd Closure With Device,TRUE,
11355,PAEDIATRIC CARDIAC SURGERY (CONGENITAL),33622,Complex Intracardiac Repair,TRUE,
11356,PAEDIATRIC CARDIAC SURGERY (CONGENITAL),33641,"ASD Closure, Open",TRUE,
11357,PAEDIATRIC CARDIAC SURGERY (CONGENITAL),33645,ASD Closure + Roofing of SVC,TRUE,
11358,PAEDIATRIC CARDIAC SURGERY (CONGENITAL),33647,VSD And ASD Closure,TRUE,
11359,PAEDIATRIC CARDIAC SURGERY (CONGENITAL),33675,Multiple VSD Closure,TRUE,
11360,PAEDIATRIC CARDIAC SURGERY (CONGENITAL),33676,VSD or ASD Closure- Device,TRUE,
11361,PAEDIATRIC CARDIAC SURGERY (CONGENITAL),33681,"VSD Closure, Open",TRUE,
11362,PAEDIATRIC CARDIAC SURGERY (CONGENITAL),33690,Banding Pulmonary Artery,TRUE,
11363,PAEDIATRIC CARDIAC SURGERY (CONGENITAL),33692,Complete Tof Repair,TRUE,
11364,PAEDIATRIC CARDIAC SURGERY (CONGENITAL),33724,Tapvc Repair,TRUE,
11365,PAEDIATRIC CARDIAC SURGERY (CONGENITAL),33755,Waterston Procedure,TRUE,
11366,PAEDIATRIC CARDIAC SURGERY (CONGENITAL),33762,Blalock - Taussig Shunt (Bt Shunt),TRUE,
11367,PAEDIATRIC CARDIAC SURGERY (CONGENITAL),33764,Modified Blalock - Taussig Shunt (Modified BT Shunt),TRUE,
11368,PAEDIATRIC CARDIAC SURGERY (CONGENITAL),33766,Glenn Procedure,TRUE,
11369,PAEDIATRIC CARDIAC SURGERY (CONGENITAL),33768,Removal of Congenital Extra Vena Cava,TRUE,
11370,PAEDIATRIC CARDIAC SURGERY (CONGENITAL),33783,VSD Closure and Arterial Switch,TRUE,
11371,PAEDIATRIC CARDIAC SURGERY (CONGENITAL),33788,Pumonary Artery Conduit(Truncus),TRUE,
11372,PAEDIATRIC CARDIAC SURGERY (CONGENITAL),33820,"Pda Closure, Open",TRUE,
11373,PAEDIATRIC CARDIAC SURGERY (CONGENITAL),33822,Pda Device Closure,TRUE,
11374,PAEDIATRIC CARDIAC SURGERY (CONGENITAL),33930,Cardio-Pulmonary Harvest,TRUE,
11375,PAEDIATRIC CARDIAC SURGERY (CONGENITAL),33935,Cardio-Pulmonary Transplant,TRUE,
11376,PAEDIATRIC CARDIAC SURGERY (CONGENITAL),33940,Preoperative Cardiac Preservation,TRUE,
11377,PAEDIATRIC CARDIAC SURGERY (CONGENITAL),33945,Cardiac Transplant,TRUE,
11378,PAEDIATRIC CARDIAC SURGERY (CONGENITAL),33952,Insertion of Extracorporeal Membrane Oxygenation (ECMO),TRUE,
11379,PAEDIATRIC CARDIAC SURGERY (CONGENITAL),33953,Extracorporeal Membrane Oxygenation (ECMO),TRUE,
11380,PAEDIATRIC CARDIAC SURGERY (CONGENITAL),33967,Insertion of Intra-Aortic Balloon Assist Device,TRUE,
11381,PAEDIATRIC CARDIAC SURGERY (CONGENITAL),33968,Removal of Intra-Aortic Balloon Assist Device,TRUE,
11382,VASCULAR SURGERY,34101,Embolectomy Great Artery on CPD,TRUE,
11383,VASCULAR SURGERY,34111,Embolectomy Great Artery,TRUE,
11384,VASCULAR SURGERY,34151,Embolectomy Arterial Peripheral,TRUE,
11385,VASCULAR SURGERY,34401,Embolectomy In Peripheral Veins,TRUE,
11386,VASCULAR SURGERY,34421,Embolectomy In Vena Cava,TRUE,
11387,VASCULAR SURGERY,34471,Embolectomy In Neck Vein,TRUE,
11388,VASCULAR SURGERY,34490,Embolectomy Underarm And Upper Chest Vein,TRUE,
11389,VASCULAR SURGERY,34502,Reconstruction of Vena Cava,TRUE,
11390,VASCULAR SURGERY,34520,Venous Stripping,TRUE,
11391,VASCULAR SURGERY,34800,Abdominal Aortic Aneurysm Repair with Prosthesis on CPD,TRUE,
11392,VASCULAR SURGERY,34802,Abdominal Aortic Aneurysm Repair without Prosthesis,TRUE,
11393,VASCULAR SURGERY,34813,Vasclar Surgery with Prosthesis - Thigh,TRUE,
11394,VASCULAR SURGERY,34820,Vasclar Surgery without Prosthesis - Thigh,TRUE,
11395,VASCULAR SURGERY,34821,Thoracic Aortic Aneurysm Stenting,TRUE,
11396,VASCULAR SURGERY,34825,Abdominal or Femoral Vascular Aneurysm Stenting,TRUE,
11397,VASCULAR SURGERY,34826,Abdominal Aortic Aneurysm Repair with Prosthesis,TRUE,
11398,VASCULAR SURGERY,34839,Aortic Baloon Therapy,TRUE,
11399,VASCULAR SURGERY,34900,Femoral Graft Placement,TRUE,
11400,VASCULAR SURGERY,35583,Peripheral Vascular Bypass Graft,TRUE,
11401,VASCULAR SURGERY,35901,Infected Graft Revision- Peripheral,TRUE,
11402,VASCULAR SURGERY,35907,Infected Graft Revision- Open Procedure,TRUE,
11403,VASCULAR SURGERY,36000,Venous Cannulation,TRUE,
11404,VASCULAR SURGERY,36002,Embolization,TRUE,
11405,VASCULAR SURGERY,36479,Laser Vascular Therapy,TRUE,
11406,VASCULAR SURGERY,36555,Central Venous Line,TRUE,
11407,VASCULAR SURGERY,36590,Removal of Peripheral Venous Catheter,TRUE,
11408,VASCULAR SURGERY,36569,Permanent Vascular Catheterazation,TRUE,
11409,VASCULAR SURGERY,36640,Arterial Line Insertion,TRUE,
11410,VASCULAR SURGERY,36818,Arteriovenous Fistular,TRUE,
11411,VASCULAR SURGERY,37200,Transcatheter Biopsy of Blood Vessel,TRUE,
11412,VASCULAR SURGERY,37237,Peripheral Vascular Stent Insertion,TRUE,
11413,VASCULAR SURGERY,37605,Major Vascular Ligation,TRUE,
11414,VASCULAR SURGERY,37607,Peripheral Arterio Venous Ligation,TRUE,
11415,VASCULAR SURGERY,37609,Vascular Biopsy and Ligation,TRUE,
11416,VASCULAR SURGERY,37722,Vascular Stripping,TRUE,
11417,VASCULAR SURGERY,37735,High Ligation and Stripping,TRUE,
11418,VASCULAR SURGERY,37765,Multiple Venoligation,TRUE,
11419,VASCULAR SURGERY,37780,Venoligation- Trauma,TRUE,
11420,VASCULAR SURGERY,37785,Venoligation- Varicose,TRUE,
11421,HIGHLY SPECIALISED CARDIAC PROCEDURE/TEST,92920,Percutaneous Coronary Balloon Angioplasty,TRUE,
11422,HIGHLY SPECIALISED CARDIAC PROCEDURE/TEST,92929,Percutaneous Coronary Stenting,TRUE,
11423,HIGHLY SPECIALISED CARDIAC PROCEDURE/TEST,92941,Emergency Percutaneous Coronary Embolectomy and Stenting/Balloon,TRUE,
11424,HIGHLY SPECIALISED CARDIAC PROCEDURE/TEST,92975,Intracoronary Thrombolytic Infusion with X-Ray,TRUE,
11425,HIGHLY SPECIALISED CARDIAC PROCEDURE/TEST,92977,Intracoronary Thrombolytic Infusion,TRUE,
11426,HIGHLY SPECIALISED CARDIAC PROCEDURE/TEST,92986,Percutaneous Aorta Valve Repair,TRUE,
11427,HIGHLY SPECIALISED CARDIAC PROCEDURE/TEST,92987,Percutaneous Mitral Valve Repair,TRUE,
11428,HIGHLY SPECIALISED CARDIAC PROCEDURE/TEST,92990,Percutaneous Pulmonary Valve Repair,TRUE,
11429,HIGHLY SPECIALISED CARDIAC PROCEDURE/TEST,92998,Percutenous Pulmonary Artery Balloon,TRUE,
11430,HIGHLY SPECIALISED CARDIAC PROCEDURE/TEST,93015,Stress Test/ Trademill Test,TRUE,
11431,HIGHLY SPECIALISED CARDIAC PROCEDURE/TEST,93017,Drug Induced Stress ECG,TRUE,
11432,HIGHLY SPECIALISED CARDIAC PROCEDURE/TEST,93224,Holter Monitor 48hr,TRUE,
11433,HIGHLY SPECIALISED CARDIAC PROCEDURE/TEST,93228,Holter Monitor 24hr,TRUE,
11434,HIGHLY SPECIALISED CARDIAC PROCEDURE/TEST,93272,Cardiac Monitor-24hr,TRUE,
11435,HIGHLY SPECIALISED CARDIAC PROCEDURE/TEST,93297,Pacemaker Interrogation,TRUE,
11436,HIGHLY SPECIALISED CARDIAC PROCEDURE/TEST,93299,CRDT Interrogation,TRUE,
11437,HIGHLY SPECIALISED CARDIAC PROCEDURE/TEST,93306,Advanced/Detailed Echo,TRUE,
11438,HIGHLY SPECIALISED CARDIAC PROCEDURE/TEST,93307,Echo Cardiogram,TRUE,
11439,HIGHLY SPECIALISED CARDIAC PROCEDURE/TEST,93308,Echo Follow up,TRUE,
11440,HIGHLY SPECIALISED CARDIAC PROCEDURE/TEST,93312,Trans Esophageal Echo,TRUE,
11441,HIGHLY SPECIALISED CARDIAC PROCEDURE/TEST,93350,Stress Echo,TRUE,
11442,HIGHLY SPECIALISED CARDIAC PROCEDURE/TEST,93530,Diagnostic Coronary Catheterization,TRUE,
11443,HIGHLY SPECIALISED CARDIAC PROCEDURE/TEST,93784,Ambulatory Blood Pressure,TRUE,
11444,HIGHLY SPECIALISED CARDIAC PROCEDURE/TEST,95885,EMG Standard,TRUE,
11445,HEAD,61107,Subdural Tapping (Insertion of Brain Drainage Catheter or Fluid Pressure Recording or Monitoring Device),TRUE,
11446,HEAD,61521,Brain Abcess,TRUE,
11447,HEAD,61538,Burr Hole for Evacuation,TRUE,
11448,HEAD,61540,Craniotomy for Posterior,TRUE,
11449,HEAD,61590,Craniotomy for Olfactory,TRUE,
11450,HEAD,61888,Craniotomy for Right Frontal,TRUE,
11451,HEAD,61512,Craniotomy for Meningioma,TRUE,
11452,HEAD,61510,Craniotomy for Tumour,TRUE,
11453,HEAD,62000,Skull Elevation (Elevation of Depressed Skull Fracture),TRUE,
11454,HEAD,61500,Skull Exostosis Excision (Removal of Brain Tumor or Other Skull Bone Lesion),TRUE,
11455,HEAD,61546,Craniotomy for Pituitary (Incision of Forehead Bone for Excision of Pituitary Gland Tumor),TRUE,
11456,HEAD,62252,Glomus Jugulare Tumour,TRUE,
11457,HEAD,63704,Ant Fontenele Meningocele (Repair of (Less than 5 Centimeter) Spinal Cord Defect),TRUE,
11458,HEAD,62005,Skull Elevation (Elevation of Depressed Skull Fractures),TRUE,
11459,HEAD,62100,Naso Encephabulle Repair (Repair of Membrane Covering the Brain),TRUE,
11460,HEAD,62120,Encephalocele Closure/Repair,TRUE,
11461,HEAD,62141,Cranioplasty,TRUE,
11462,HEAD,61548,Gastrectomy for Pituitary (Excision of Pituitary Gland Tumor),TRUE,
11463,HEAD,62230,Revision VP Shunt (Replacement or Revision of Brain Fluid Drainage Shunt Valve or Catheter),TRUE,
11464,HEAD,62256,Shunt Removal (Removal of Brain and Spinal Fluid Shunt System),TRUE,
11465,HEAD,62225,VP Shunt and SBH Evacuation (Replacement or Irrigation of Brain Fluid Drainage Shunt Catheter),TRUE,
11466,HEAD,61000,Subdural Tapping,TRUE,
11467,HEAD,61108,Right Burr Holes for SDH,TRUE,
11468,HEAD,61150,Brain Abcess,TRUE,
11469,HEAD,61305,Craniotomy for Posterior,TRUE,
11470,HEAD,61312,Subdural Haematoma,TRUE,
11471,HEAD,61313,Craniotomy for Olfactory,TRUE,
11472,HEAD,61154,Burr Hole and Haematoma,TRUE,
11473,HEAD,61250,Burr Hole and Evacuation CSDH,TRUE,
11474,HEAD,61314,Evaculation for Chronic,TRUE,
11475,HEAD,61514,Ocipital Meningocele Excision,TRUE,
11476,HEAD,61520,Olfactory Groove Mengioma,TRUE,
11477,HEAD,61570,Craniotomy for Bullet / Foreign Body,TRUE,
11478,HEAD,62010,Ds And Skull Elevation and EF,TRUE,
11479,HEAD,62117,Encephaocele Repair,TRUE,
11480,HEAD,62121,Ocipital Enephalocele Repair,TRUE,
11481,HEAD,61575,"Transoral Approach Skullbase Bx,Tomor Excision",TRUE,
11482,HEAD,61605,"Resection On Neoplastic,Vascular,Infectious Lesion Infratemporal Fossae",TRUE,
11483,HEAD,61606,Infratemporal Fossa with Duroplasty/Grafting,TRUE,
11484,HEAD,61609,Transection/Ligation Carotid Artery,TRUE,
11485,HEAD,61612,Transection/Ligation Carotid Artery with Repair,TRUE,
11486,HEAD,61613,"Obliteration of Carotid Aneurysm, AVN by Microscope",TRUE,
11487,HEAD,61618,Secondary Repair of Dura for CSF Leaking,TRUE,
11488,HEAD,61624,"Transcatheter Permanent Occlusion ,Embolization Intracranial",TRUE,
11489,HEAD,61700,Aneurysmal Creeping Intracranial,TRUE,
11490,HEAD,62201,ETV (Stereotactic Creation of Spinal Fluid Drainage Tract in the Brain using an Endoscope),TRUE,
11491,HEAD,61698,Aneurysmal Cliping (Repair of Bulging of Blood Vessel (Aneurysm) in Brain),TRUE,
11492,HEAD,62165,Removal of Pituitary Gland Tumor using an Endoscope,TRUE,
11493,NECK AND THORAX,22554,"ACDF (Fusion of Spine Bones with Removal of Disc at Upper Spinal Column, Anterior Approach)",TRUE,
11494,NECK AND THORAX,22612,Spinal Stabilization Trans,TRUE,
11495,NECK AND THORAX,22552,Anterior/ Posterior Cervical,TRUE,
11496,NECK AND THORAX,22845,C3-C4 Laminectomy Under C-Arm,TRUE,
11497,NECK AND THORAX,63075,Anterior Cervical Caging (Removal of Upper Spine Disc and Release of Spinal Cord and/or nerves),TRUE,
11498,NECK AND THORAX,22846,C4-C5 Coperctomy Cage and,TRUE,
11499,NECK AND THORAX,22847,C4-C5c5-C6 Ventral Fusion,TRUE,
11500,NECK AND THORAX,64634,Percutaneous Discectomy Cervical,TRUE,
11501,NECK AND THORAX,22851,Synthetic Caging Cervical,TRUE,
11502,BACK (THORACO LUMBER),22630,L2-L3 Caopectomy and,TRUE,
11503,BACK (THORACO LUMBER),22632,L4-L5 Fusion,TRUE,
11504,BACK (THORACO LUMBER),22840,Revision Transpedicular,TRUE,
11505,BACK (THORACO LUMBER),63017,Lumbar Canal Decompression,TRUE,
11506,BACK (THORACO LUMBER),63020,Lumbar Decompression,TRUE,
11507,BACK (THORACO LUMBER),63015,Discectomy L4-L5,TRUE,
11508,BACK (THORACO LUMBER),63045,Laminectomy L3-L5,TRUE,
11509,BACK (THORACO LUMBER),63046,Laminectomy L4-L5 Under C,TRUE,
11510,BACK (THORACO LUMBER),63047,Laminectomy T11-T12,TRUE,
11511,BACK (THORACO LUMBER),63048,Laminectomy T12-L1,TRUE,
11512,BACK (THORACO LUMBER),63056,DECOMPRESION L4-L5.L5-S1(Release of Lower Spinal Cord and/or Nerves),TRUE,
11513,BACK (THORACO LUMBER),63307,Retroperitoneal L2-L3,TRUE,
11514,BACK (THORACO LUMBER),63700,SB Closure,TRUE,
11515,BACK (THORACO LUMBER),63706,Revision Wound for SB Repair,TRUE,
11516,BACK (THORACO LUMBER),63702,SB Repair,TRUE,
11517,BACK (THORACO LUMBER),22849,Revision Instrument L4-L5,TRUE,
11518,BACK (THORACO LUMBER),22859,Carpectomy and Meshed Cage,TRUE,
11519,BACK (THORACO LUMBER),63030,Discectomy L4-L5/L5-S1,TRUE,
11520,BACK (THORACO LUMBER),63057,Fusion L3-S1 (Release of Middle or Lower Spinal Cord and/or Nerves),TRUE,
11521,BACK (THORACO LUMBER),63035,Disfraciculation LT Hip/Wide,TRUE,
11522,BACK (THORACO LUMBER),63050,Ilistrumented Fusion L5-S1,TRUE,
11523,BACK (THORACO LUMBER),64490,Lumber Facet Injection L4-L5,TRUE,
11524,BACK (THORACO LUMBER),22633,L4-L5 Fusion Under Image,TRUE,
11525,BACK (THORACO LUMBER),22634,L4-L5 And L5-S1 Epidural,TRUE,
11526,BACK (THORACO LUMBER),22800,L4-L5 Decompression Under C -Arm,TRUE,
11527,BACK (THORACO LUMBER),22812,L4-L5l5-S1 Decompresion,TRUE,
11528,BACK (THORACO LUMBER),22804,L5 Si Decompressive And,TRUE,
11529,BACK (THORACO LUMBER),22808,L5-S1 Facet Injection Under C,TRUE,
11530,BACK (THORACO LUMBER),22810,L5-Si Laminectomy,TRUE,
11531,BACK (THORACO LUMBER),22818,Laminectomy L3-L4,TRUE,
11532,BACK (THORACO LUMBER),22830,Laminectomy L2-L3 Under C,TRUE,
11534,BACK (THORACO LUMBER),62278,Percutaneous Discectomy Lumbar,TRUE,
11535,SPINE (VERTEBRAL COLUMN),62311,Epidural Injection T12-L1,TRUE,
11536,SPINE (VERTEBRAL COLUMN),63055,Thoracic Spine Stabilization (Release of Middle Spinal Cord and/or Nerves),TRUE,
11537,SPINE (VERTEBRAL COLUMN),22842,Instrumentation T12-L4 Under C-Arm,TRUE,
11538,SPINE (VERTEBRAL COLUMN),63086,T12-L1 Decompression And,TRUE,
11539,SPINE (VERTEBRAL COLUMN),63087,T12-L1-L2l4 stabilization,TRUE,
11540,SPINE (VERTEBRAL COLUMN),63088,T12-L1l2 Instrumentation,TRUE,
11541,SPINE (VERTEBRAL COLUMN),63089,T2-T1 Fixation with Pedicle,TRUE,
11542,SPINE (VERTEBRAL COLUMN),63276,Spinal Tumour Exicision And,TRUE,
11543,SPINE (VERTEBRAL COLUMN),63064,T3 Decompression,TRUE,
11544,SPINE (VERTEBRAL COLUMN),63085,T12 Decompression,TRUE,
11545,SPINE (VERTEBRAL COLUMN),22802,Arthrodesis of 6 Vertebral SEG,TRUE,
11546,SPINE (VERTEBRAL COLUMN),22819,Kyphectomy (Resection Vert SEG),TRUE,
11547,SHOULDER,23040,Arthrotomy Shoulder,TRUE,
11548,SHOULDER,23120,Bone Nibbling Clavicle,TRUE,
11549,SHOULDER,23430,Repair-Biceps,TRUE,
11550,SHOULDER,23655,Recurrent Shoulder,TRUE,
11551,SHOULDER,23802,Arthrodesis-Shoulder Joint,TRUE,
11552,SHOULDER,23900,Forequarter Amputation,TRUE,
11553,SHOULDER,23935,Arthrolysis,TRUE,
11554,SHOULDER,15101,Skin-Graft Shoulder,TRUE,
11555,SHOULDER,23065,Biopsy Shoulder,TRUE,
11556,SHOULDER,23330,Debridment Shoulder,TRUE,
11557,SHOULDER,23921,Disarticulation-Shoulder,TRUE,
11558,SHOULDER,24075,Tumour Excision,TRUE,
11559,SHOULDER,24079,Tumour Debukling And Biopsy,TRUE,
11560,SHOULDER,23540,Ac Joint Sublaxation,TRUE,
11561,SHOULDER,23550,Orif Acj,TRUE,
11562,SHOULDER,23500,Closed Treatment Clavicle,TRUE,
11563,SHOULDER,23515,Orif Clavicle,TRUE,
11564,SHOULDER,23570,Closed Treatment Scapula,TRUE,
11565,SHOULDER,23585,ORIF Treatment Scapula,TRUE,
11566,SHOULDER,23675,Closed Treatment of Shulder Dislocation,TRUE,
11567,SHOULDER,23680,ORIF Shoulder Dislocation,TRUE,
11568,HUMERUS (UPPER ARM AND ELBOW),20200,Biopsy Elbow,TRUE,
11569,HUMERUS (UPPER ARM AND ELBOW),15736,Reverse Radial Flap Elbow,TRUE,
11570,HUMERUS (UPPER ARM AND ELBOW),24006,Gout Tophies Debridement,TRUE,
11571,HUMERUS (UPPER ARM AND ELBOW),24076,Elbow Joint Toilet-Bx,TRUE,
11572,HUMERUS (UPPER ARM AND ELBOW),24134,Sequstrectomy Humerus,TRUE,
11573,HUMERUS (UPPER ARM AND ELBOW),24341,Elbow Reconstruction,TRUE,
11574,HUMERUS (UPPER ARM AND ELBOW),24342,Repair-Triceps,TRUE,
11575,HUMERUS (UPPER ARM AND ELBOW),24345,Elbow Reconstruction,TRUE,
11576,HUMERUS (UPPER ARM AND ELBOW),24362,Reconstraction Elbow,TRUE,
11577,HUMERUS (UPPER ARM AND ELBOW),24400,Co Humerus,TRUE,
11578,HUMERUS (UPPER ARM AND ELBOW),24435,Revision ORIF Humerus,TRUE,
11579,HUMERUS (UPPER ARM AND ELBOW),24515,Dcp Humeerus,TRUE,
11580,HUMERUS (UPPER ARM AND ELBOW),24675,EF Trans Elbow,TRUE,
11581,HUMERUS (UPPER ARM AND ELBOW),24685,Plating Olecranon,TRUE,
11582,HUMERUS (UPPER ARM AND ELBOW),24800,Arthrodesis-Elbow Joint,TRUE,
11583,HUMERUS (UPPER ARM AND ELBOW),28341,Revision Surgery Right Elbow,TRUE,
11584,HUMERUS (UPPER ARM AND ELBOW),20550,Injection Bursa,TRUE,
11585,HUMERUS (UPPER ARM AND ELBOW),12006,SSG Arm,TRUE,
11586,HUMERUS (UPPER ARM AND ELBOW),24101,Excision Lateral Epicondyle,TRUE,
11587,HUMERUS (UPPER ARM AND ELBOW),24358,Lateral Epicondyle Excision Arthroscopically,TRUE,
