id,sub_category,code,description,code
5488,208,67145,"Preventive Retinal Detachment Treatment by Heat or Laser, 1 or more Sessions",67145
5489,208,67208,"Destruction of Retinal Growth by Heat or Freezing, 1 or more Sessions",67208
5490,208,67218,"Destruction of Retinal Growth with Implantation of Radiation Source, 1 or more Sessions",67218
5491,208,67220,"Destruction of Vascular Growth Between Retina and Sclera, 1 or more Sessions",67220
5492,208,67221,Destruction of Vascular Growth Between Retina and Sclera,67221
5493,208,67225,"Destruction of Vascular Growth Between Retina and Sclera, at single Session",67225
5494,208,67227,"Destruction of Leaking Retinal Blood Vessels, 1 or more Sessions",67227
5495,208,67229,"Laser Destruction or Freezing of Extensive Leaking Retinal Blood Vessels, Preterm Infant, 1 or more Sessions",67229
5496,208,67005,Anterior Vitrectomy,67005
5497,208,67015,Vitrectomy,67015
5498,208,67025,Injection of Synthetic Eye Fluid,67025
5499,208,67027,Implantation of Eye Drug Delivery System,67027
5500,208,67028,Intra Vitreal Injection,67028
5501,209,92553,Audiometry-Spec Investigation,92553
5502,209,43194,Oesophagus FB Removal,43194
5503,209,11005,Sloughectomy (G/A or Without G/A),11005
5504,209,11440,Head and Neck Tumo Excision and Flap Econstruction,11440
5505,209,69632,Ossiculoplasty,69632
5506,209,42890,Palatopharyngotomy Plus Tuomor Excision,42890
5507,209,92538,Vestibular Test,92538
5508,209,30300,Removal of Foreign Body in Nose,30300
5509,209,D7260,Oral Antral Fistula Repair,D7260
5510,209,42665,Tying Salivary Gland Duct,42665
5511,209,31600,Tracheostomy,31600
5512,209,42835,Adenoidectomy/Adenotomy,42835
5513,209,42820,Adenotonsilectomy,42820
5514,209,31561,Arytenoidectomy,31561
5515,209,31032,Bilateral/Unilateral Cald Wel Luc,31032
5516,209,42810,Brachial Cyst/ Fistula Excision,42810
5517,209,38720,Cervical Node Excision,38720
5518,209,31360,Cordectomy,31360
5519,209,31535,Direct Laryngoscopy & Biopsy,31535
5520,209,31237,Direct Nasopharyingoscopy & Biopsy,31237
5521,209,42815,Excision of Branchial Fistulla,42815
5522,209,69140,Excision of Osteoma of External Auditory Canal,69140
5523,209,42140,Excision of Soft Palate Tumour,42140
5524,209,31780,Excision Subglottic Stenosis,31780
5525,209,31201,External Ethmoidectomy,31201
5526,209,31255,Functional Endoscope Sinus Surgery (Fess),31255
5527,209,31382,Hemi Laryngectomy,31382
5528,209,31256,Intra Nasal Antrostomy,31256
5529,209,31587,Laryngeal Fissure,31587
5530,209,30117,Lateral Rhinotomy,30117
5531,209,38500,Lymph Node Biopsy,38500
5532,209,31599,Micro Laryngeal Surgery (Mls),31599
5533,209,42953,Tracheosophageal Excision,42953
5534,209,69502,Mastoidectomy,69502
5535,209,31575,Micro Laryngoscopy & Biopsy,31575
5536,209,31541,Microlaryngeal Surgery,31541
5537,209,69642,Modified Radical Mastoidectomy,69642
5538,209,69436,Myringotomy & Tube,69436
5539,209,69433,Incision of Eardrum with Insertion of Eardrum Tube Under Local or Topical Anesthesia,69433
5540,209,30110,Nasal Polypectomy,30110
5541,209,38724,Radical Neck Dissection,38724
5542,209,42892,Parapharyngeal Tumor Excision,42892
5543,209,42410,Superficial Parotidectomy,42410
5544,209,69511,Radical Mastoidectomy,69511
5545,209,30310,Foreign Body Removal Nose Under GA,30310
5546,209,30630,Septoplasty,30630
5547,209,69660,Stapedectomy,69660
5548,209,42415,Superficial Parotidectomy,42415
5549,209,31367,Supralotic Laryngectomy,31367
5550,209,31611,Surgical Speech Fistula Reconstruction,31611
5551,209,42826,Tonsillectomy,42826
5552,209,31365,Total Laryngectomy,31365
5553,209,31230,Total Maxillectomy Plus Orbital Exanteration,31230
5554,209,30930,Turbinate Repair/Resection,30930
5555,209,30130,Turbinectomy,30130
5556,209,69644,Tympano Mastoidectomy,69644
5557,209,69610,Tympanoplast I-IV,69610
5558,209,42145,Uvuto Palatopharyngotomy,42145
5559,209,31375,Vertical Hemilaryngectomy,31375
5560,209,31637,Bronchoscopic Stenting,31637
5561,209,21044,Hemimandibulectomy,21044
5562,209,21032,Hemimaxillectomy,21032
5563,209,21025,Total Mandibulectomy,21025
5564,209,D7560,Caldwel Luc Procedure,D7560
5565,209,21501,Incision & Drainage of Abscess,21501
5566,209,20100,Surgical Toilet & Sulture,20100
5567,209,31000,Antral Wash Out Bilateral,31000
5568,209,31002,Antral Wash Out Unilateral,31002
5569,209,42804,Nasopharynx Biopsy Under LA,42804
5570,209,30100,Nose Biopsy Under LA,30100
5571,209,40808,Oralpharynx Biopsy Under LA,40808
5572,209,30903,Cautarization (Varices) Bilateral,30903
5573,209,30901,Cautarization (Varices) Unilateral,30901
5574,209,92551,Free Field Audiometry,92551
5575,209,92590,Hearing Aid Trial,92590
5576,209,D7240,Impaction Removal-Complicated,D7240
5577,209,69554,Kelloidectomy (Ear) L. A. Bilateral/Unilateral,69554
5578,209,92550,Tympanometry,92550
5579,209,69209,Removal of Ear Wax(Endoscopy Suction/Washing),69209
5580,209,31231,Diagnostic Nasal Endoscopy,31231
5581,209,31525,Diagnostic Rigid Laryngoscopy,31525
5582,209,12056,Earlobe Repair,12056
5583,209,31233,Endoscopic Suction Clearance Nose,31233
5584,209,92511,Fibre Optic Nasal Laryngoscope,92511
5585,209,69200,Removal of Foreign Body Ear,69200
5586,209,69210,Wax Removal,69210
5587,209,69220,Tympano Mastoidectomy,69220
5588,209,31370,Vertical Hemilaryngectomy,31370
5589,209,69799,Stapedectomy,69799
5590,209,24410,Superficial Parotidectomy,24410
5591,209,15828,Branchial Fistula Excision,15828
5592,209,31770,Balloon Bronchoplasty,31770
5593,209,42808,Brochoscopy foreign body removal,42808
5594,209,30540,Choanal atresia release,30540
5595,209,31020,Sinusectomy,31020
5596,209,D7920,PLASTIC SURGICAL PROCEDURE,D7920
5597,209,14040,Plastic Surgery (10 Sq Centimeters or Less),14040
5598,209,42426,Total Parotidectomy,42426
5599,209,42440,Submandibular Salivary Gland Excision,42440
5600,209,42450,Sublingual Savary Gland Excision,42450
5601,209,42600,Closure of Abnormal Salivary Gland Drainage Tract,42600
5602,209,11446,Keloid Excision,11446
5603,209,96372,Keloid Infitration,96372
5604,209,99024,Suture Removal,99024
5605,209,42180,Uvular Repair / Hamostasis,42180
5606,209,31511,Removal of Foreign Body from Voice Box using an Endoscope,31511
5607,210,D7650,Zygomatic Arch Fracture (Open Reduction),D7650
5608,210,D7660,Zygomatic Arch Fracture (Closed Reduction),D7660
5609,210,D7680,Zygomatic Arch Fracture (Complicated),D7680
5610,210,D7999,Tissue Biopsy (ORAL Unspecified),D7999
5611,210,D7286,Tissue Biopsy (Oral Tissue Incision),D7286
5612,210,D7955,Cleft Lip & Palate Repair,D7955
5613,210,D7840,Condylectomy Unilateral,D7840
5614,210,D7899,Temporomandibular Joint Dysfunction Therapy,D7899
5615,210,D7991,Coronoidectomy,D7991
5616,210,D7450,Dental Cystectomy,D7450
5617,210,D7461,Dental Tumour Excission,D7461
5618,210,41140,Glossectomy,41140
5619,210,41115,Glossectomy (including floor of Mouth),41115
5620,210,41116,Tumor Excision (at floor of the Mouth),41116
5621,210,41120,Hemiglossectomy,41120
5622,210,41135,Hemiglossectomy (including Lymph Nodes),41135
5623,210,41114,Tumor Excision (at floor of the Mouth),41114
5624,210,41145,Total Glossectomy (including its Lymph Nodes),41145
5625,210,41150,Glossectomy (including Bone),41150
5626,210,41153,Radical Glossectomy,41153
5627,210,11444,Kelloidectomy,11444
5628,210,21046,Mandibular Excision,21046
5629,210,21462,Open Reduction At Angle of Mandible,21462
5630,210,21465,Open Reduction At Body of Mandible,21465
5631,210,D7946,Open Reduction Lefort I,D7946
5632,210,D7947,Lefort I (Maxilla - Segmented),D7947
5633,210,D7948,Open Reduction Lefort II,D7948
5634,210,D7949,Open Reduction Lefort III,D7949
5635,210,D7261,Oral Antral Communication Repair,D7261
5636,210,42330,Salivary Duct Stone Removal,42330
5637,210,42420,Total Parotidectomy,42420
5638,210,42505,Plastic Repair of Salivary Duct,42505
5639,210,42507,Plastic Repair of Salivary Duct(Major Salivary Gland Ducts Bilateraly),42507
5640,210,42509,Plastic Repair of Salivary Duct (with Gland Excision),42509
5641,210,42510,Plastic Repair of Salivary Duct (with Tying Duct Bilateraly),42510
5642,210,42550,Injection of Dye for X-Ray of Salivary Glands,42550
5643,210,42650,Insertion of Probe for Salivary Gland Duct Dilation,42650
5644,210,42660,Salivary Gland Duct Dilation,42660
5645,210,42699,Salivary Gland or Duct Procedure,42699
5646,210,51999,Transurethral Resection/Incision of Bladder Neck,51999
5647,210,D7451,Tumour Enucleation,D7451
5648,210,D7460,Tumour Enucleation (Lesion Diameter up to 1.25 Cm),D7460
5649,210,21048,Partial Maxillectomy,21048
5650,210,21930,Lipoma Excision Minor,21930
5651,210,D6245,Acrylic Bridge,D6245
5652,210,D2949,Additional Filling,D2949
5653,210,D7670,Alveolar Bone Fracture,D7670
5654,210,D7671,"Alveolus - Open Reduction, Splinting of Teeth",D7671
5655,210,D7771,Alveolus - Closed Reduction Splinting of Teeth,D7771
5656,210,D2140,Amalgam Filling One Surface,D2140
5657,210,D2150,Amalgam Filling-Two or more Surface,D2150
5658,210,D2160,Amalgam Filling-Three Surface,D2160
5659,210,D2161,Amalgam Filling-Four or more Surface,D2161
5660,210,D3410,Apicectomy,D3410
5661,210,D3421,Apicoectomy - Bicuspid (First Root),D3421
5662,210,D3425,Apicoectomy - Molar (First Root),D3425
5663,210,D3426,Apicoectomy (Each Additional Root),D3426
5664,210,21454,Archwire Change,21454
5665,210,D0270,Bitewing View,D0270
5666,210,D0272,Bitewings - Two Radiographic Images,D0272
5667,210,D0273,Bitewings - Three Radiographic Images,D0273
5668,210,D0274,Bitewings - Four Radiographic Images,D0274
5669,210,D0277,Vertical Bitewings - 7 to 8 Radiographic Images,D0277
5670,210,41872,Arresting Bleeding Socket,41872
5671,210,41874,Dry / Infected Socket Irrigation,41874
5672,210,41899,Rotational Flap,41899
5673,210,D2710,Bridge Construction Per Unit with Composite,D2710
5674,210,D2712,Crown - ¾ Resin-Based Composite (Indirect),D2712
5675,210,31636,Bronchoschopic Stenting using an Endoscope,31636
5676,210,40650,Cleft Lip (Repair),40650
5677,210,40652,Cleft Lip (Repair) Half of Lip,40652
5678,210,40654,Cleftl Lip (Repair) Over Half of Lip,40654
5679,210,40700,Plastic Repair (One Side of the Nose or Lip),40700
5680,210,40701,Plastic Repair (Bilateraly of The Nose or Lip),40701
5681,210,40702,Plastic Repair (Bilatery Nose or Lip),40702
5682,210,40720,Plastic Repair ( Nasal And Lip),40720
5683,210,40799,Lip Procedure,40799
5684,210,42200,Cleft Palate Repair,42200
5685,210,42205,Repair of Defect of Roof of Mouth,42205
5686,210,42220,Lengthening of Roof of Mouth,42220
5687,210,42227,Lengthening of Roof of Mouth using Mucous Membrane Flap,42227
5688,210,D7250,Complicated Extraction,D7250
5689,210,D7251,Coronectomy – Intentional Partial Tooth Removal,D7251
5690,210,D2330,Composite Filling,D2330
5691,210,D2332,"Composite Filling (Three Surfaces, Anterior)",D2332
5692,210,D2335,Composite Filling (more than Four Surfaces ),D2335
5693,210,D2390,Crown (Made of Composite) Anterior,D2390
5694,210,D2391,Crown (Made of Composite One Surface) Posterior,D2391
5695,210,D2392,Crown (Made of Composite Two Surfaces)Posterior,D2392
5696,210,D2393,Crown (Made of Composite Three Surfaces) Posterior,D2393
5697,210,D2394,Crown (Made Composite Four or more Surface) Posterior,D2394
5698,210,21050,Condylectomy Bilateral,21050
5699,210,21431,Craniomaxillary Fixation,21431
5700,210,21432,Craniomaxillary Fixation (Insertion of Hardware),21432
5701,210,21390,Craniomaxillary Fixation (Involving Broken Eye Socket Bone with Implant),21390
5702,210,21401,Craniomaxillary Fixation (Closed Reduction involving Eye Socket Bone ),21401
5703,210,D6010,Dental Inplant,D6010
5704,210,D6011,Second Stage Implant Surgery,D6011
5705,210,D6012,Surgical Placement of Interim Implant Body for Transitional Prosthesis: Endosteal Implant,D6012
5706,210,D6013,Surgical Placement of Mini Implant,D6013
5707,210,D6040,Surgical Placement: Eposteal Implant,D6040
5708,210,D6050,Surgical Placement: Transosteal Implant,D6050
5709,210,D6100,Implant Removal,D6100
5710,210,D6101,Debridement of a Peri-Implant Defect,D6101
5711,210,D6102,Debridement and Osseous Contouring of a Peri-Implant Defect,D6102
5712,210,D6103,Bone Graft for Repair of Peri-Implant Defect – Does not include Flap Entry and Closure,D6103
5713,210,D6104,Bone Graft at Time of Implant Placement,D6104
5714,210,70300,X-Ray Periapical View,70300
5715,210,70310,"X-Ray of Teeth, Less than Full Mouth",70310
5716,210,70320,"X-Ray of Teeth, Full Mouth",70320
5717,210,D5610,Repair Resin Denture Base,D5610
5718,210,D5620,Repair Cast Framework,D5620
5719,210,D5630,Repair or Replace Broken Clasp (Per Tooth),D5630
5720,210,D5640,Replace Broken Teeth ( Per Tooth),D5640
5721,210,D5650,Add Tooth to Existing Partial Denture,D5650
5722,210,D5660,Add Clasp to Existing Partial Denture (Per Tooth),D5660
5723,210,D5670,Replace all Teeth and Acrylic on Cast Metal Framework (Maxillary),D5670
5724,210,D5671,Replace all Teeth and Acrylic on Cast Metal Framework (Mandibular),D5671
5725,210,D5213,Maxillary Partial Denture,D5213
5726,210,D5214,Mandibular Partial Denture,D5214
5727,210,D5221,Immediate Maxillary Partial Denture,D5221
5728,210,D5222,Immediate Mandibular Partial Denture,D5222
5729,210,D5110,Complete Denture (Maxillary),D5110
5730,210,D5120,Complete Denture (Mandibular),D5120
5731,210,D5130,Immediate Complete Denture (Maxillary),D5130
5732,210,D5140,Immediate Complete Denture (Mandibular),D5140
5733,210,D2331,Diastema Closure,D2331
5734,210,D1510,Diesterma Formation,D1510
5735,210,D1515,Space Maintainer (Fixed - Bilateral),D1515
5736,210,D1520,Space Maintainer (Removable - Unilateral),D1520
5737,210,D1525,Space Maintainer ( Removable - Bilateral),D1525
5738,210,D5212,Direct Composite Bridge,D5212
5739,210,D6205,Pontic (Indirect Resin Based Composite),D6205
5740,210,D6710,Retainer Crown (Indirect Resin Based Composite),D6710
5741,210,D6549,Resin Retainer (for Resin Bonded Fixed Prosthesis),D6549
5742,210,D7220,Tooth Extraction (Complex),D7220
5743,210,D7230,Removal of Impacted Tooth ( Partially Bony),D7230
5744,210,D7241,"Removal of Impacted Tooth -(Completely Bony, with Unusual Surgical Complications)",D7241
5745,210,41823,Dry Socket,41823
5746,210,D1206,Floride Vanish Application,D1206
5747,210,D1208,Topical Application of Fluoride -(Excluding Varnish),D1208
5748,210,D3230,Endodontic Treatment Anterior,D3230
5749,210,D3310,"Endodontic Therapy (Anterior Tooth, Excluding Final Restoration)",D3310
5750,210,D3240,Endodontic Treatment Molar,D3240
5751,210,D3330,"Endodontic Therapy, Molar (Excluding Final Restoration)",D3330
5752,210,D3320,Endodontic Treatment Premolar,D3320
5753,210,D3331,Treatment of Root Canal Obstruction (Non-Surgical Access),D3331
5754,210,D3332,"Incomplete Endodontic Therapy (Inoperable, Unrestorable or Fractured Tooth)",D3332
5755,210,D3333,Internal Root Repair of Perforation Defects,D3333
5756,210,D7140,Tooth Extraction Permanent,D7140
5757,210,D7111,Tooth Extraction Decidous,D7111
5758,210,D2950,Tooth Filling with Pin Additional-Anterior,D2950
5759,210,D2951,Tooth Filling with Pin Additional-Posterior,D2951
5760,210,D2952,Crown and Bridge,D2952
5761,210,D8030,Limited Orthodontic Treatment of The Adolescent Dentition,D8030
5762,210,D8050,Interceptive Orthodontic Treatment of the Primary Dentition,D8050
5763,210,D8070,Comprehensive Orthodontic Treatment of the Transitional Dentition,D8070
5764,210,D8080,Comprehensive Orthodontic Treatment of the Adolescent Dentition,D8080
5765,210,D8090,Comprehensive Orthodontic Treatment of the Adult Dentition,D8090
5766,210,D8220,Fixed Appliance Therapy,D8220
5767,210,D8660,Pre-Orthodontic Treatment Examination to Monitor Growth and Development,D8660
5768,210,D8680,"Orthodontic Retention (Removal of Appliances, Construction and Placement of Retainer(S))",D8680
5769,210,D8681,Removable Orthodontic Retainer Adjustment,D8681
5770,210,D8690,Orthodontic Treatment (Alternative Billing to A Contract Fee),D8690
5771,210,D8691,Repair of Orthodontic Appliance,D8691
5772,210,D8692,Replacement of Lost or Broken Retainer,D8692
5773,210,D8693,Re-Cement or Re-Bond Fixed Retainer,D8693
5774,210,D8694,Repair of Fixed Retainers (Includes Reattachment),D8694
5775,210,D7971,Flapectomy (Dental),D7971
5776,210,D4210,Gingivectomy,D4210
5777,210,D4211,Gingivectomy or Gingivoplasty (Tooth Bounded Spaces Per Quadrant),D4211
5778,210,D4212,"Gingivectomy or Gingivoplasty (To Allow Access for Restorative Procedure, Per Tooth)",D4212
5779,210,D4230,Anatomical Crown Exposure (Four or more Contiguous Teeth Per Quadrant),D4230
5780,210,D4231,Anatomical Crown Exposure ( One to Three Teeth Per Quadrant),D4231
5781,210,D4240,"Gingival Flap Procedure (including Root Planning , Four or more Contiguous Teeth or Tooth Bounded Spaces Per Quadrant)",D4240
5782,210,D4241,"Gingival Flap Procedure (Including Root Planning, One to Three Contiguous Teeth or Tooth Bounded Spaces Per Quadrant)",D4241
5783,210,D2940,Glass Ionomer Filling,D2940
5784,210,D2920,Re-Cement or Re-Bond Crown,D2920
5785,210,21244,Reconstruction of Lower Jaw Bone With Insertion of Bone Plate,21244
5786,210,21245,Partial Repair of Lower Jaw or Cheek Bone With Implant,21245
5787,210,21248,Partial Reconstruction of Lower Jaw or Cheek Bone with Insertion of Implant,21248
5788,210,21070,Removal of Diseased or Fractured Portion of Lower Jaw Bone,21070
5789,210,21034,Removal of Malignant Growth of Upper Jaw or Cheek Bone,21034
5790,210,D5931,"Obturator Prosthesis, Surgical",D5931
5791,210,41800,I & D (Dental Abcess),41800
5792,210,D7510,Incision and Drainage of Abscess (Intraoral Soft Tissue),D7510
5793,210,D7511,Incision and Drainage of Abscess (Intraoral includes Drainage of Multiple Fascial Spaces),D7511
5794,210,D7520,Incision and Drainage of Abscess (Extraoral Soft Tissue),D7520
5795,210,D7521,Incision and Drainage of Abscess (Extraoral Soft Tissue includes Drainage of Multiple Fascial Spaces),D7521
5796,210,21076,Impression & Model Cast,21076
5797,210,21077,Impression and Preparation of Eye Socket Prosthesis,21077
5798,210,21079,Impression and Custom Preparation of Temporary Oral Prosthesis,21079
5799,210,21080,Impression and Custom Preparation of Permanent Oral Prosthesis,21080
5800,210,21081,Impression and Custom Preparation of Lower Jaw Bone Prosthesis,21081
5801,210,21082,Impression and Custom Preparation of Prosthesis for Roof of Mouth Enlargement,21082
5802,210,21083,Impression and Custom Preparation of Roof of Mouth Prosthesis,21083
5803,210,21084,Impression and Custom Preparation of Speech Aid Prosthesis,21084
5804,210,21453,Closed Treatment of Broken Jaw Bone with Insertion of Hardware or Oral Splint,21453
5805,210,21461,Open Treatment of Broken Jaw Bone,21461
5806,210,11200,Ligature Change,11200
5807,210,D7921,Mandibular Grafting,D7921
5808,210,D7950,Mandible or Maxilla Gaft (Autogenous or Nonautogenous),D7950
5809,210,D7295,Mandible or Maxilla Graft (Harvest of Bone),D7295
5810,210,D7953,Mandible or Maxilla Graft (Bone Replacement Graft for Ridge Preservation),D7953
5811,210,D4265,Biologic Materials to Aid in Soft and Osseous Tissue Regeneration,D4265
5812,210,20969,Placement of skin and Bone Flap with Microvascular Connection,20969
5813,210,21049,Maxillectomy (External Removal of Upper Jaw Bone Growth or Cyst),21049
5814,210,D0240,Oclusal View,D0240
5815,210,D7630,Open Reduction Fracture Mandible,D7630
5816,210,D7858,Open Reduction Tmj,D7858
5817,210,D7852,Disc Repair,D7852
5818,210,D7854,Synovectomy,D7854
5819,210,D7856,Myotomy,D7856
5820,210,D7860,Arthrotomy,D7860
5821,210,D7865,Arthroplasty,D7865
5822,210,D7870,Arthrocentesis,D7870
5823,210,D7871,Non-Arthroscopic Lysis and Lavage,D7871
5824,210,D7872,"Arthroscopy - Diagnosis, with or without Biopsy",D7872
5825,210,D7750,Open Reduction Zygomatic,D7750
5826,210,D8010,Orthodontic Appliance Fixing Per Jaw,D8010
5827,210,D8020,Orthodontic Treatment (Adult Dentition),D8020
5828,210,D1110,Teeth Polishing,D1110
5829,210,D1120,Prophylaxis - Child,D1120
5830,210,D3220,Pulpotomy,D3220
5831,210,D3221,Pulpotomy (Primary and Permanent Teeth),D3221
5832,210,D3222,Partial Pulpotomy for Apexogenesis (Permanent Tooth with incomplete Root Development),D3222
5833,210,D7820,Reduction of TMJ Manual,D7820
5834,210,D7830,Manipulation of TMJ Under Anesthesia,D7830
5835,210,D5225,Removable Acrylic Partial Denture Single Tooth,D5225
5836,210,D5226,"Mandibular Partial Denture (Flexible Base including any Clasps, Rests and Teeth)",D5226
5837,210,D8670,Removable Orthodontic Activation,D8670
5838,210,D8999,Unspecified Orthodontic Procedure,D8999
5839,210,D8210,Removable Orthodontic Appliance (with / without Expansion),D8210
5840,210,D8040,Orthodontic Treatment (Adult Dentition),D8040
5841,210,D7940,Osteoplasty (For Orthognathic Deformities),D7940
5842,210,D7941,Osteotomy (Mandibular Rami),D7941
5843,210,D7943,Osteotomy (Mandibular Rami with Bone Graft; Includes Obtaining the Graft),D7943
5844,210,D7944,Osteotomy (Segmented or Subapical),D7944
5845,210,D7945,Osteotomy ( Body of Mandible),D7945
5944,211,33422,Open Mitral Valvotomy,33422
5846,210,D8060,Interceptive Orthodontic Treatment of the Transitional Dentition,D8060
5847,210,D5520,Repair of Denture,D5520
5848,210,D5710,Rebase Complete Maxillary Denture,D5710
5849,210,D5711,Rebase Complete Mandibular Denture,D5711
5850,210,D5720,Rebase Maxillary Partial Denture,D5720
5851,210,D5721,Rebase Mandibular Partial Denture,D5721
5852,210,D5730,Reline Complete Maxillary Denture (Chairside),D5730
5853,210,D5731,Reline Complete Mandibular Denture (Chairside),D5731
5854,210,D5740,Reline Maxillary Partial Denture (Chairside),D5740
5855,210,D5741,Reline Mandibular Partial Denture (Chairside),D5741
5856,210,D5750,Reline Complete Maxillary Denture (Laboratory),D5750
5857,210,D5751,Reline Complete Mandibular Denture (Laboratory),D5751
5858,210,D5760,Reline Maxillary Partial Denture (Laboratory),D5760
5859,210,D5761,Reline Mandibular Partial Denture (Laboratory),D5761
5860,210,D5410,Adjust Complete Denture (Maxillary),D5410
5861,210,D5411,Adjust Complete Denture ( Mandibular),D5411
5862,210,D5421,Adjust Partial Denture (Maxillary),D5421
5863,210,D5422,Adjust Partial Denture ( Mandibular),D5422
5864,210,D4341,Scalling and Root Planning The Whole Mouth,D4341
5865,210,D4342,Periodontal Scaling and Root Planning (One to Three Teeth Per Quadrant),D4342
5866,210,D4346,Scaling and Root Planning (For Generalized Moderate or Severe Gingival Inflammation),D4346
5867,210,D7550,Sequestrectomy,D7550
5868,210,89220,Sputum Induction (Procedure),89220
5869,210,D7910,Suturing,D7910
5870,210,D7911,Suture (Complicated up to 5 Cm),D7911
5871,210,D7912,"Suture (Complicated ,Greater than 5 Cm)",D7912
5872,210,D7270,Teeth Splinting with Composite,D7270
5873,210,D7272,Tooth Transplantation (Includes Re-Implantation from one site to another and Splinting and/or Stabilization),D7272
5874,210,D2941,Temporary Filling,D2941
5875,210,41010,Tongue Tie Release,41010
5876,210,D2960,Veneer Direct,D2960
5877,210,D7411,Wide Excisional ( Benign Lesion Greater than 1.25 Cm),D7411
5878,210,D7412,"Wide Excisional (Benign Lesion, Complicated)",D7412
5879,210,D7413,Wide Excisional (Malignant Lesion up to 1.25 Cm),D7413
5880,210,D7414,Wide Excisional (Malignant Lesion Greater than 1.25 Cm),D7414
5881,210,D7465,Dental Laser Treament,D7465
5882,210,D0330,X-RAY Orthopantomograph (OPG),D0330
5883,210,21497,Intermaxillary Fixation (Wiring of Jaw or Oral Splint to Teeth),21497
5884,210,41512,Tongue Stitching,41512
5885,210,21030,Total Maxillectomy,21030
5886,210,21038,Partial Maxillectomy,21038
5887,210,D7740,Intermaxillary Fixation,D7740
5888,210,41825,Apicectomy,41825
5889,210,21480,TMJ Reduction,21480
5890,210,41251,Tongue and Stitch/Repair,41251
5891,210,90951,Acute Peritoneal Dialysis,90951
5892,210,38220,Bone Marrow Aspiration Biopsy (Procedure),38220
5893,210,36823,Chemotherapy Delivery (Periphery Line),36823
5894,210,36455,Exchange Blood Transfusion,36455
5895,210,36680,Intraossius Puncture,36680
5896,210,62270,Diagnostic Lumbar Puncture,62270
5897,210,92002,Medical Examination for Students Enrolling In Coll,92002
5898,210,96900,Phototherapy,96900
5899,210,90947,Renal Dialysis Per Session,90947
5900,210,90945,Renal-Haemodialysis Catheterization,90945
5901,210,99199,Renal-Medical Report,99199
5902,210,36576,Resuturing of Temporary Catheter,36576
5903,210,36416,Venous Puncture,36416
5904,211,33010,Open Pericardiocentesis,33010
5905,211,33015,Closed Pericardiocentesis,33015
5906,211,33025,Pericardiectomy,33025
5907,211,33031,Pericardiectomy with CPB,33031
5908,211,33050,Pericardium Tumor Excision,33050
5909,211,33120,Pericardium Tumor Excision on CPB,33120
5910,211,33141,Laser Cardiac Therapy,33141
5911,211,33202,Open Biventricular Pacing,33202
5912,211,33203,Biventricular Pacing Insertion,33203
5913,211,33204,Biventricular Device,33204
5914,211,33210,Temporary Pacermaker Insertion,33210
5915,211,33212,Insertion of High Power Device,33212
5916,211,33215,Reposition of Pacemaker,33215
5917,211,33216,Permanent Pacemaker Insertion,33216
5918,211,33218,D/Chamber Pacemaker,33218
5919,211,33222,Relocation of Pacemaker Skin Pocket,33222
5920,211,33227,Removal and Replacement of Single Lead Pacemaker,33227
5921,211,33228,Removal and Replacement of Dual Lead Pacemaker,33228
5922,211,33236,Removal of Permanent Pacemaker.,33236
5923,211,33243,Removal of Defibrilator Electrode,33243
5924,211,33251,Maze Procedure,33251
5925,211,33254,Atrial Reduction,33254
5926,211,33300,Cardiac Repair,33300
5927,211,33305,Cardiac Repair on CPB,33305
5928,211,33310,Cardiac Clot Removal,33310
5929,211,33320,Main Vascular Repair,33320
5930,211,33322,Main Vascular Repair on CPB,33322
5931,211,33330,Bental's With Aortic Valve Replacement,33330
5932,211,33335,Valve Sparing Bental's,33335
5933,211,33361,Transcatheter Aortic Valve Replacement (TAVR),33361
5934,211,33420,Transcatheter Mitral Valvuloplast,33420
5935,211,33362,Aortic Valve Replacement,33362
5936,211,33390,Aortic Valve Repair on CPB,33390
5937,211,33391,Avr With Aortic Root Enlargement,33391
5938,211,33405,Bio-Synthetic Aortic Valve Replacement on CPB,33405
5939,211,33412,Mitral Annuloplasty And Replacement,33412
5940,211,33413,Aortic/Pulmonary Outlet Obstruction Release,33413
5941,211,33414,Left Ventricular Outlet Tractobstruction Release,33414
5942,211,33416,Left Ventriculotomy,33416
5943,211,33417,Aortic Valve Repair,33417
5945,211,33425,Mitral Valve Repair with CPB,33425
5946,211,33426,Bio-Synthetic Mitral Valve Replacement on CPB,33426
5947,211,33430,Mitral Valve Replacement,33430
5948,211,33460,Tricuspid Valve Annuloplasty on CPB,33460
5949,211,33463,Tricuspid Valve Annuloplasty,33463
5950,211,33464,Tricuspid Valve Ring Annuloplasty on CPB,33464
5951,211,33465,Tricuspid Valve Replacement on CPB,33465
5952,211,33468,Tricuspid Valve Repositioning,33468
5953,211,33470,Closed Pulmonary Valvotomy,33470
5954,211,33474,Open Tricuspid Valvotomy,33474
5955,211,33475,Pulmonary Valve Replacement,33475
5956,211,33476,Double Valve Replacement,33476
5957,211,33477,Pulmonary Valve Replacement,33477
5958,211,33478,Right Ventricular Outlet Tract Obstruction Release,33478
5959,211,33496,Re- Do Mechanical Valve Replacement,33496
5960,211,33500,Coronary Artery Reimplantation on CPB,33500
5961,211,33502,Repair of Coronaryartery Anomaly,33502
5962,211,33503,Coronary Artery Bypass Graft (Anomaly),33503
5963,211,33504,Transection of Pulmonary Artery,33504
